date,team,opponent,result
11-23,Oregon,Saint Mary's,"L, 62-50 "
11-24,Oregon,Houston,"L, 78-49 "
11-29,Oregon,Montana,"W, 87-47 "
12-01,Oregon,UC Riverside,"W, 71-65 "
12-05,Oregon,Arizona St.,"L, 69-67 OT"
12-12,Oregon,Stanford,"L, 72-69 "
12-15,Oregon,Portland,"W, 96-71 "
12-18,Oregon,Baylor,"L, 78-70 "
12-21,Oregon,Pepperdine,"W, 68-59 "
1-01,Oregon,Utah,"W, 79-66 "
1-10,Oregon,Oregon St.,"W, 78-76 "
1-13,Oregon,UCLA,"W, 84-81 OT"
1-15,Oregon,USC,"W, 79-69 "
1-23,Oregon,Washington,"W, 84-56 "
1-25,Oregon,Colorado,"L, 82-78 "
1-29,Oregon,Oregon St.,"W, 78-56 "
2-03,Oregon,Colorado,"W, 66-51 "
2-05,Oregon,Utah,"W, 80-77 "
2-10,Oregon,Stanford,"W, 68-60 "
2-12,Oregon,California,"L, 78-64 "
2-14,Oregon,Washington St.,"W, 62-59 "
2-17,Oregon,Arizona St.,"L, 81-57 "
2-19,Oregon,Arizona,"L, 84-81 "
2-24,Oregon,UCLA,"W, 68-63 "
2-26,Oregon,USC,"L, 70-69 "
3-03,Oregon,Washington,"L, 78-67 "
3-05,Oregon,Washington St.,"L, 94-74 "
3-09,Oregon,Oregon St.,"W, 86-72 "
3-10,Oregon,Colorado,"L, 80-69 "
3-15,Oregon,Utah St.,"+5.2, 74-6930%"
11-09,Florida,Elon,"W, 74-61 "
11-14,Florida,Florida St.,"W, 71-55 "
11-18,Florida,Milwaukee,"W, 81-45 "
11-22,Florida,California,"W, 80-60 "
11-24,Florida,Ohio St.,"W, 71-68 "
11-28,Florida,Troy,"W, 84-45 "
12-01,Florida,Oklahoma,"L, 74-67 "
12-06,Florida,Texas Southern,"L, 69-54 "
12-08,Florida,North Florida,"W, 85-55 "
12-12,Florida,Maryland,"L, 70-68 "
12-18,Florida,South Florida,"W, 66-55 "
12-22,Florida,Stony Brook,"W, 87-62 "
1-05,Florida,Alabama,"L, 83-70 "
1-08,Florida,Auburn,"L, 85-73 "
1-12,Florida,LSU,"L, 64-58 "
1-15,Florida,South Carolina,"W, 71-63 "
1-19,Florida,Mississippi St.,"W, 80-72 "
1-22,Florida,Vanderbilt,"W, 61-42 "
1-24,Florida,Mississippi,"L, 70-54 "
1-26,Florida,Tennessee,"L, 78-71 "
1-29,Florida,Oklahoma St.,"W, 81-72 "
2-02,Florida,Missouri,"W, 66-65 "
2-05,Florida,Mississippi,"W, 62-57 OT"
2-09,Florida,Georgia,"W, 72-63 "
2-12,Florida,Kentucky,"L, 78-57 "
2-15,Florida,Texas A&M,"L, 56-55 "
2-19,Florida,Auburn,"W, 63-62 "
2-22,Florida,Arkansas,"L, 82-74 "
2-26,Florida,Georgia,"W, 84-72 "
3-01,Florida,Vanderbilt,"W, 82-78 "
3-05,Florida,Kentucky,"L, 71-63 "
3-10,Florida,Texas A&M,"L, 83-80 OT"
3-16,Florida,Iona,"-7.8, 76-6878%"
11-09,Kentucky,Duke,"L, 79-71 "
11-12,Kentucky,Robert Morris,"W, 100-60 "
11-16,Kentucky,Mount St. Mary's,"W, 80-55 "
11-19,Kentucky,Ohio,"W, 77-59 "
11-22,Kentucky,Albany,"W, 86-61 "
11-26,Kentucky,North Florida,"W, 86-52 "
11-29,Kentucky,Central Michigan,"W, 85-57 "
12-07,Kentucky,Southern,"W, 76-64 "
12-11,Kentucky,Notre Dame,"L, 66-62 "
12-18,Kentucky,North Carolina,"W, 98-69 "
12-22,Kentucky,Western Kentucky,"W, 95-60 "
12-29,Kentucky,Missouri,"W, 83-56 "
12-31,Kentucky,High Point,"W, 92-48 "
1-04,Kentucky,LSU,"L, 65-60 "
1-08,Kentucky,Georgia,"W, 92-77 "
1-11,Kentucky,Vanderbilt,"W, 78-66 "
1-15,Kentucky,Tennessee,"W, 107-79 "
1-19,Kentucky,Texas A&M,"W, 64-58 "
1-22,Kentucky,Auburn,"L, 80-71 "
1-25,Kentucky,Mississippi St.,"W, 82-74 OT"
1-29,Kentucky,Kansas,"W, 80-62 "
2-02,Kentucky,Vanderbilt,"W, 77-70 "
2-05,Kentucky,Alabama,"W, 66-55 "
2-08,Kentucky,South Carolina,"W, 86-76 "
2-12,Kentucky,Florida,"W, 78-57 "
2-15,Kentucky,Tennessee,"L, 76-63 "
2-19,Kentucky,Alabama,"W, 90-81 "
2-23,Kentucky,LSU,"W, 71-66 "
2-26,Kentucky,Arkansas,"L, 75-73 "
3-01,Kentucky,Mississippi,"W, 83-72 "
3-05,Kentucky,Florida,"W, 71-63 "
3-11,Kentucky,Vanderbilt,"W, 77-71 "
3-12,Kentucky,Tennessee,"L, 69-62 "
3-17,Kentucky,Saint Peter's,"-12.9, 73-6090%"
11-09,Syracuse,Lafayette,"W, 97-63 "
11-14,Syracuse,Drexel,"W, 75-60 "
11-20,Syracuse,Colgate,"L, 100-85 "
11-24,Syracuse,VCU,"L, 67-55 "
11-25,Syracuse,Arizona St.,"W, 92-84 "
11-26,Syracuse,Auburn,"L, 89-68 "
11-30,Syracuse,Indiana,"W, 112-110 2OT"
12-04,Syracuse,Florida St.,"W, 63-60 "
12-07,Syracuse,Villanova,"L, 67-53 "
12-11,Syracuse,Georgetown,"L, 79-75 "
12-27,Syracuse,Brown,"W, 93-62 "
12-29,Syracuse,Cornell,"W, 80-68 "
1-01,Syracuse,Virginia,"L, 74-69 "
1-05,Syracuse,Miami FL,"L, 88-87 "
1-08,Syracuse,Wake Forest,"L, 77-74 OT"
1-11,Syracuse,Pittsburgh,"W, 77-61 "
1-15,Syracuse,Florida St.,"L, 76-71 "
1-18,Syracuse,Clemson,"W, 91-78 "
1-22,Syracuse,Duke,"L, 79-59 "
1-25,Syracuse,Pittsburgh,"L, 64-53 "
1-29,Syracuse,Wake Forest,"W, 94-72 "
2-02,Syracuse,North Carolina St.,"W, 89-82 "
2-05,Syracuse,Louisville,"W, 92-69 "
2-08,Syracuse,Boston College,"W, 73-64 "
2-12,Syracuse,Virginia Tech,"L, 71-59 "
2-19,Syracuse,Boston College,"W, 76-56 "
2-21,Syracuse,Georgia Tech,"W, 74-73 OT"
2-23,Syracuse,Notre Dame,"L, 79-69 "
2-26,Syracuse,Duke,"L, 97-72 "
2-28,Syracuse,North Carolina,"L, 88-79 OT"
3-05,Syracuse,Miami FL,"L, 75-72 "
3-09,Syracuse,Florida St.,"W, 96-57 "
3-10,Syracuse,Duke,"L, 88-79 "
11-09,Michigan+St.,Kansas,"L, 87-74 "
11-12,Michigan+St.,Western Michigan,"W, 90-46 "
11-17,Michigan+St.,Butler,"W, 73-52 "
11-20,Michigan+St.,Eastern Michigan,"W, 83-59 "
11-24,Michigan+St.,Loyola Chicago,"W, 63-61 "
11-25,Michigan+St.,Connecticut,"W, 64-60 "
11-26,Michigan+St.,Baylor,"L, 75-58 "
12-01,Michigan+St.,Louisville,"W, 73-64 "
12-04,Michigan+St.,Toledo,"W, 81-68 "
12-08,Michigan+St.,Minnesota,"W, 75-67 "
12-11,Michigan+St.,Penn St.,"W, 80-64 "
12-21,Michigan+St.,Oakland,"W, 90-78 "
12-29,Michigan+St.,High Point,"W, 81-68 "
1-02,Michigan+St.,Northwestern,"W, 73-67 "
1-05,Michigan+St.,Nebraska,"W, 79-67 "
1-12,Michigan+St.,Minnesota,"W, 71-69 "
1-15,Michigan+St.,Northwestern,"L, 64-62 "
1-21,Michigan+St.,Wisconsin,"W, 86-74 "
1-25,Michigan+St.,Illinois,"L, 56-55 "
1-29,Michigan+St.,Michigan,"W, 83-67 "
2-01,Michigan+St.,Maryland,"W, 65-63 "
2-05,Michigan+St.,Rutgers,"L, 84-63 "
2-08,Michigan+St.,Wisconsin,"L, 70-62 "
2-12,Michigan+St.,Indiana,"W, 76-61 "
2-15,Michigan+St.,Penn St.,"L, 62-58 "
2-19,Michigan+St.,Illinois,"L, 79-74 "
2-22,Michigan+St.,Iowa,"L, 86-60 "
2-26,Michigan+St.,Purdue,"W, 68-65 "
3-01,Michigan+St.,Michigan,"L, 87-70 "
3-03,Michigan+St.,Ohio St.,"L, 80-69 "
3-06,Michigan+St.,Maryland,"W, 77-67 "
3-10,Michigan+St.,Maryland,"W, 76-72 "
3-11,Michigan+St.,Wisconsin,"W, 69-63 "
3-12,Michigan+St.,Purdue,"L, 75-70 "
3-18,Michigan+St.,Davidson,"-1.0, 72-7154%"
11-09,Oklahoma,Northwestern St.,"W, 77-59 "
11-12,Oklahoma,UTSA,"W, 96-44 "
11-18,Oklahoma,East Carolina,"W, 79-74 "
11-19,Oklahoma,Indiana St.,"W, 87-63 "
11-21,Oklahoma,Utah St.,"L, 73-70 "
11-24,Oklahoma,Houston Baptist,"W, 57-40 "
11-27,Oklahoma,UCF,"W, 65-62 "
12-01,Oklahoma,Florida,"W, 74-67 "
12-07,Oklahoma,Butler,"L, 66-62 OT"
12-11,Oklahoma,Arkansas,"W, 88-66 "
12-19,Oklahoma,UT Arlington,"W, 70-50 "
12-22,Oklahoma,Alcorn St.,"W, 72-48 "
1-01,Oklahoma,Kansas St.,"W, 71-69 "
1-04,Oklahoma,Baylor,"L, 84-74 "
1-08,Oklahoma,Iowa St.,"W, 79-66 "
1-11,Oklahoma,Texas,"L, 66-52 "
1-15,Oklahoma,TCU,"L, 59-58 OT"
1-18,Oklahoma,Kansas,"L, 67-64 "
1-22,Oklahoma,Baylor,"L, 65-51 "
1-26,Oklahoma,West Virginia,"W, 72-62 "
1-29,Oklahoma,Auburn,"L, 86-68 "
1-31,Oklahoma,TCU,"L, 72-63 "
2-05,Oklahoma,Oklahoma St.,"L, 64-55 "
2-09,Oklahoma,Texas Tech,"W, 70-55 "
2-12,Oklahoma,Kansas,"L, 71-69 "
2-15,Oklahoma,Texas,"L, 80-78 OT"
2-19,Oklahoma,Iowa St.,"L, 75-54 "
2-22,Oklahoma,Texas Tech,"L, 66-42 "
2-26,Oklahoma,Oklahoma St.,"W, 66-62 OT"
3-01,Oklahoma,West Virginia,"W, 72-59 "
3-05,Oklahoma,Kansas St.,"W, 78-71 "
3-10,Oklahoma,Baylor,"W, 72-67 "
3-11,Oklahoma,Texas Tech,"L, 56-55 "
3-15,Oklahoma,Missouri St.,"0.0, 71-7050%"
11-09,Loyola+Chicago,Coppin St.,"W, 103-45 "
11-13,Loyola+Chicago,Florida Gulf Coast,"W, 89-77 "
11-16,Loyola+Chicago,Chicago St.,"W, 92-56 "
11-20,Loyola+Chicago,Illinois Chicago,"W, 80-63 "
11-24,Loyola+Chicago,Michigan St.,"L, 63-61 "
11-25,Loyola+Chicago,Auburn,"L, 62-53 "
11-26,Loyola+Chicago,Arizona St.,"W, 77-59 "
12-01,Loyola+Chicago,Indiana St.,"W, 88-76 "
12-04,Loyola+Chicago,DePaul,"W, 68-64 "
12-07,Loyola+Chicago,Roosevelt,"W, 88-49 "
12-10,Loyola+Chicago,Vanderbilt,"W, 69-58 "
1-06,Loyola+Chicago,San Francisco,"W, 79-74 "
1-08,Loyola+Chicago,Bradley,"W, 78-71 OT"
1-11,Loyola+Chicago,Valparaiso,"W, 81-74 2OT"
1-15,Loyola+Chicago,Indiana St.,"W, 64-56 "
1-18,Loyola+Chicago,Evansville,"W, 77-48 "
1-22,Loyola+Chicago,Missouri St.,"L, 79-69 "
1-25,Loyola+Chicago,Southern Illinois,"W, 59-47 "
1-27,Loyola+Chicago,Southern Illinois,"W, 44-39 "
1-30,Loyola+Chicago,Drake,"L, 77-68 "
2-02,Loyola+Chicago,Illinois St.,"W, 78-64 "
2-06,Loyola+Chicago,Missouri St.,"W, 71-62 "
2-09,Loyola+Chicago,Bradley,"L, 68-61 "
2-13,Loyola+Chicago,Northern Iowa,"W, 85-58 "
2-16,Loyola+Chicago,Valparaiso,"W, 71-69 "
2-19,Loyola+Chicago,Drake,"L, 83-76 "
2-21,Loyola+Chicago,Illinois St.,"W, 59-50 "
2-23,Loyola+Chicago,Evansville,"W, 82-31 "
2-26,Loyola+Chicago,Northern Iowa,"L, 102-96 OT"
3-04,Loyola+Chicago,Bradley,"W, 66-50 "
3-05,Loyola+Chicago,Northern Iowa,"W, 66-43 "
3-06,Loyola+Chicago,Drake,"W, 64-58 "
3-18,Loyola+Chicago,Ohio St.,"+0.6, 67-6647%"
11-09,South+Carolina,USC Upstate,"W, 78-60 "
11-12,South+Carolina,Princeton,"L, 66-62 "
11-14,South+Carolina,Western Kentucky,"W, 75-64 "
11-18,South+Carolina,UAB,"W, 66-63 "
11-23,South+Carolina,Wofford,"W, 85-74 "
11-28,South+Carolina,Rider,"W, 65-58 "
12-01,South+Carolina,Coastal Carolina,"L, 80-56 "
12-05,South+Carolina,Georgetown,"W, 80-67 "
12-12,South+Carolina,Florida St.,"W, 66-65 "
12-14,South+Carolina,Allen,"W, 110-51 "
12-18,South+Carolina,Clemson,"L, 70-56 "
12-22,South+Carolina,Army,"W, 105-75 "
1-04,South+Carolina,Auburn,"L, 81-66 "
1-08,South+Carolina,Vanderbilt,"W, 72-70 "
1-11,South+Carolina,Tennessee,"L, 66-46 "
1-15,South+Carolina,Florida,"L, 71-63 "
1-18,South+Carolina,Arkansas,"L, 75-59 "
1-22,South+Carolina,Georgia,"W, 83-66 "
1-26,South+Carolina,Vanderbilt,"W, 70-61 "
1-29,South+Carolina,Texas A&M,"W, 74-63 "
2-01,South+Carolina,Mississippi St.,"L, 78-64 "
2-05,South+Carolina,Tennessee,"L, 81-57 "
2-08,South+Carolina,Kentucky,"L, 86-76 "
2-12,South+Carolina,Georgia,"W, 80-68 "
2-15,South+Carolina,Mississippi,"W, 77-74 OT"
2-19,South+Carolina,LSU,"W, 77-75 "
2-23,South+Carolina,Mississippi St.,"W, 66-56 "
2-26,South+Carolina,Alabama,"L, 90-71 "
3-01,South+Carolina,Missouri,"W, 73-69 "
3-05,South+Carolina,Auburn,"L, 82-71 "
3-10,South+Carolina,Mississippi St.,"L, 73-51 "
11-09,Auburn,Morehead St.,"W, 77-54 "
11-12,Auburn,Louisiana Monroe,"W, 93-65 "
11-19,Auburn,South Florida,"W, 58-52 "
11-24,Auburn,Connecticut,"L, 115-109 2OT"
11-25,Auburn,Loyola Chicago,"W, 62-53 "
11-26,Auburn,Syracuse,"W, 89-68 "
12-01,Auburn,UCF,"W, 85-68 "
12-04,Auburn,Yale,"W, 86-64 "
12-11,Auburn,Nebraska,"W, 99-68 "
12-14,Auburn,North Alabama,"W, 70-44 "
12-18,Auburn,Saint Louis,"W, 74-70 "
12-22,Auburn,Murray St.,"W, 71-58 "
12-29,Auburn,LSU,"W, 70-55 "
1-04,Auburn,South Carolina,"W, 81-66 "
1-08,Auburn,Florida,"W, 85-73 "
1-11,Auburn,Alabama,"W, 81-77 "
1-15,Auburn,Mississippi,"W, 80-71 "
1-19,Auburn,Georgia,"W, 83-60 "
1-22,Auburn,Kentucky,"W, 80-71 "
1-25,Auburn,Missouri,"W, 55-54 "
1-29,Auburn,Oklahoma,"W, 86-68 "
2-01,Auburn,Alabama,"W, 100-81 "
2-05,Auburn,Georgia,"W, 74-72 "
2-08,Auburn,Arkansas,"L, 80-76 OT"
2-12,Auburn,Texas A&M,"W, 75-58 "
2-16,Auburn,Vanderbilt,"W, 94-80 "
2-19,Auburn,Florida,"L, 63-62 "
2-23,Auburn,Mississippi,"W, 77-64 "
2-26,Auburn,Tennessee,"L, 67-62 "
3-02,Auburn,Mississippi St.,"W, 81-68 OT"
3-05,Auburn,South Carolina,"W, 82-71 "
3-11,Auburn,Texas A&M,"L, 67-62 "
3-18,Auburn,Jacksonville St.,"-14.2, 76-6291%"
11-09,Duquesne,Rider,"W, 73-61 "
11-13,Duquesne,Hofstra,"L, 73-63 "
11-15,Duquesne,Weber St.,"L, 63-59 "
11-19,Duquesne,Northeastern,"L, 71-55 "
11-20,Duquesne,Colorado,"L, 84-76 OT"
11-22,Duquesne,Bradley,"W, 78-70 "
11-28,Duquesne,American,"W, 88-79 "
12-01,Duquesne,Bowling Green,"L, 78-70 "
12-04,Duquesne,Marshall,"L, 72-71 "
12-07,Duquesne,DePaul,"L, 87-67 "
12-11,Duquesne,New Hampshire,"W, 64-62 "
12-19,Duquesne,UC Irvine,"W, 76-54 "
1-08,Duquesne,Massachusetts,"W, 78-74 "
1-12,Duquesne,Fordham,"L, 72-71 "
1-15,Duquesne,Dayton,"L, 72-52 "
1-21,Duquesne,St. Bonaventure,"L, 64-56 "
1-26,Duquesne,Saint Joseph's,"L, 72-61 "
1-29,Duquesne,Saint Louis,"L, 77-53 "
2-01,Duquesne,Richmond,"L, 74-57 "
2-05,Duquesne,VCU,"L, 71-62 "
2-09,Duquesne,Dayton,"L, 75-54 "
2-12,Duquesne,Fordham,"L, 65-54 "
2-14,Duquesne,Davidson,"L, 72-61 "
2-16,Duquesne,George Washington,"L, 73-52 "
2-19,Duquesne,St. Bonaventure,"L, 81-55 "
2-23,Duquesne,Davidson,"L, 74-50 "
2-26,Duquesne,Rhode Island,"L, 70-54 "
3-02,Duquesne,George Washington,"L, 98-93 3OT"
3-05,Duquesne,La Salle,"L, 85-76 "
3-09,Duquesne,Rhode Island,"L, 79-77 "
11-09,Fordham,Columbia,"W, 77-67 "
11-12,Fordham,Manhattan,"L, 66-60 "
11-15,Fordham,St. Thomas,"W, 84-78 "
11-19,Fordham,Maryland Eastern Shore,"L, 75-73 2OT"
11-22,Fordham,Akron,"W, 63-43 "
11-23,Fordham,Delaware,"L, 81-71 "
11-24,Fordham,Rice,"W, 84-74 "
11-28,Fordham,Central Connecticut,"W, 89-83 2OT"
12-01,Fordham,St. Francis NY,"W, 68-46 "
12-05,Fordham,St. John's,"L, 83-69 "
12-09,Fordham,LIU Brooklyn,"W, 73-57 "
12-12,Fordham,Miami FL,"L, 72-66 "
12-30,Fordham,La Salle,"W, 69-61 "
1-12,Fordham,Duquesne,"W, 72-71 "
1-15,Fordham,Saint Louis,"L, 63-45 "
1-18,Fordham,Richmond,"L, 83-70 "
1-22,Fordham,Davidson,"L, 69-66 "
1-25,Fordham,Dayton,"L, 68-61 "
1-30,Fordham,George Washington,"L, 64-55 "
2-02,Fordham,Rhode Island,"W, 61-55 "
2-05,Fordham,Saint Joseph's,"L, 72-69 "
2-08,Fordham,St. Bonaventure,"L, 76-51 "
2-12,Fordham,Duquesne,"W, 65-54 "
2-15,Fordham,VCU,"L, 66-61 "
2-20,Fordham,George Mason,"W, 50-47 "
2-23,Fordham,La Salle,"W, 60-54 "
2-26,Fordham,Davidson,"L, 66-45 "
2-28,Fordham,Massachusetts,"W, 85-73 "
3-02,Fordham,Massachusetts,"L, 81-73 "
3-05,Fordham,George Washington,"W, 70-66 "
3-10,Fordham,George Mason,"W, 54-49 "
3-11,Fordham,Davidson,"L, 74-56 "
11-09,George+Mason,Stony Brook,"W, 74-52 "
11-12,George+Mason,Penn,"W, 87-66 "
11-14,George+Mason,Morgan St.,"W, 90-53 "
11-17,George+Mason,Maryland,"W, 71-66 "
11-19,George+Mason,James Madison,"L, 67-64 "
11-22,George+Mason,Washington,"L, 77-74 "
11-23,George+Mason,Nevada,"L, 88-69 "
11-24,George+Mason,South Dakota St.,"L, 80-76 "
12-04,George+Mason,Old Dominion,"L, 60-50 "
12-07,George+Mason,Navy,"W, 71-65 "
12-18,George+Mason,Georgia,"W, 80-67 "
12-21,George+Mason,American,"W, 67-44 "
1-01,George+Mason,Kansas,"L, 76-67 "
1-17,George+Mason,George Washington,"L, 77-76 "
1-22,George+Mason,Dayton,"W, 50-49 "
1-24,George+Mason,Saint Joseph's,"W, 77-71 "
1-26,George+Mason,St. Bonaventure,"W, 75-66 "
1-30,George+Mason,Massachusetts,"W, 72-62 "
2-02,George+Mason,Saint Louis,"L, 92-90 2OT"
2-05,George+Mason,La Salle,"L, 83-78 "
2-07,George+Mason,Richmond,"L, 62-59 "
2-09,George+Mason,Richmond,"W, 87-84 OT"
2-12,George+Mason,VCU,"L, 85-70 "
2-16,George+Mason,Saint Joseph's,"W, 75-70 OT"
2-20,George+Mason,Fordham,"L, 50-47 "
2-23,George+Mason,VCU,"L, 72-66 "
2-27,George+Mason,George Washington,"W, 69-62 "
3-02,George+Mason,Davidson,"L, 73-62 "
3-05,George+Mason,Massachusetts,"L, 83-80 OT"
3-10,George+Mason,Fordham,"L, 54-49 "
11-09,George+Washington,St. Francis PA,"W, 75-72 "
11-11,George+Washington,Maryland,"L, 71-64 "
11-13,George+Washington,UC San Diego,"L, 75-55 "
11-16,George+Washington,Cal St. Fullerton,"L, 74-59 "
11-19,George+Washington,UMass Lowell,"L, 67-56 "
11-22,George+Washington,Wright St.,"W, 74-63 "
11-23,George+Washington,Kent St.,"L, 77-69 "
11-24,George+Washington,Missouri St.,"L, 72-54 "
12-01,George+Washington,Boston University,"L, 56-54 "
12-04,George+Washington,Charlotte,"L, 86-79 "
12-08,George+Washington,Coppin St.,"W, 75-62 "
12-13,George+Washington,Radford,"W, 67-58 "
1-08,George+Washington,Dayton,"L, 83-58 "
1-11,George+Washington,VCU,"L, 84-57 "
1-17,George+Washington,George Mason,"W, 77-76 "
1-19,George+Washington,Saint Joseph's,"L, 72-61 "
1-22,George+Washington,Rhode Island,"W, 63-61 "
1-26,George+Washington,Saint Louis,"L, 80-67 "
1-30,George+Washington,Fordham,"W, 64-55 "
2-02,George+Washington,La Salle,"W, 89-87 "
2-05,George+Washington,Davidson,"L, 78-73 "
2-09,George+Washington,Massachusetts,"W, 77-68 "
2-12,George+Washington,Dayton,"L, 80-54 "
2-16,George+Washington,Duquesne,"W, 73-52 "
2-19,George+Washington,Rhode Island,"W, 72-61 "
2-22,George+Washington,Richmond,"L, 84-71 "
2-27,George+Washington,George Mason,"L, 69-62 "
3-02,George+Washington,Duquesne,"W, 98-93 3OT"
3-05,George+Washington,Fordham,"L, 70-66 "
3-10,George+Washington,Massachusetts,"L, 99-88 "
11-09,La+Salle,Sacred Heart,"L, 86-81 OT"
11-13,La+Salle,Albany,"W, 67-64 "
11-17,La+Salle,Delaware,"L, 85-82 OT"
11-20,La+Salle,Army,"W, 61-58 "
11-28,La+Salle,Villanova,"L, 72-46 "
12-01,La+Salle,Temple,"L, 73-57 "
12-04,La+Salle,Holy Cross,"W, 84-65 "
12-07,La+Salle,Fairleigh Dickinson,"W, 81-55 "
12-11,La+Salle,Penn,"W, 76-74 "
12-18,La+Salle,Bucknell,"L, 82-70 "
12-30,La+Salle,Fordham,"L, 69-61 "
1-08,La+Salle,VCU,"L, 85-66 "
1-11,La+Salle,St. Bonaventure,"L, 80-76 OT"
1-17,La+Salle,Saint Joseph's,"W, 75-64 "
1-19,La+Salle,Rhode Island,"L, 56-54 "
1-22,La+Salle,Richmond,"L, 64-56 "
1-26,La+Salle,Massachusetts,"L, 77-71 "
1-29,La+Salle,Davidson,"L, 77-69 "
2-02,La+Salle,George Washington,"L, 89-87 "
2-05,La+Salle,George Mason,"W, 83-78 "
2-08,La+Salle,Saint Louis,"L, 75-57 "
2-12,La+Salle,Richmond,"L, 77-63 "
2-16,La+Salle,Saint Louis,"L, 90-64 "
2-19,La+Salle,Massachusetts,"L, 80-74 "
2-23,La+Salle,Fordham,"L, 60-54 "
2-26,La+Salle,Dayton,"W, 62-60 "
3-02,La+Salle,Saint Joseph's,"W, 49-48 "
3-05,La+Salle,Duquesne,"W, 85-76 "
3-09,La+Salle,Saint Joseph's,"W, 63-56 "
3-10,La+Salle,Saint Louis,"L, 71-51 "
11-09,Massachusetts,UMBC,"W, 77-60 "
11-12,Massachusetts,Yale,"L, 91-71 "
11-15,Massachusetts,Penn St.,"W, 81-56 "
11-18,Massachusetts,Weber St.,"L, 88-73 "
11-19,Massachusetts,UNC Greensboro,"W, 93-90 OT"
11-21,Massachusetts,Ball St.,"L, 89-86 "
11-24,Massachusetts,UMass Lowell,"W, 92-81 "
11-27,Massachusetts,Rutgers,"W, 85-83 "
12-04,Massachusetts,Harvard,"W, 87-77 "
12-07,Massachusetts,Northeastern,"L, 82-76 "
12-11,Massachusetts,North Texas,"L, 66-57 "
12-19,Massachusetts,Fairfield,"W, 77-73 OT"
1-05,Massachusetts,Richmond,"L, 80-72 "
1-08,Massachusetts,Duquesne,"L, 78-74 "
1-11,Massachusetts,Davidson,"L, 77-67 "
1-15,Massachusetts,Rhode Island,"L, 81-68 "
1-20,Massachusetts,Saint Louis,"W, 91-85 "
1-23,Massachusetts,Saint Louis,"L, 90-59 "
1-26,Massachusetts,La Salle,"W, 77-71 "
1-30,Massachusetts,George Mason,"L, 72-62 "
2-05,Massachusetts,Rhode Island,"W, 78-67 "
2-09,Massachusetts,George Washington,"L, 77-68 "
2-12,Massachusetts,Saint Joseph's,"W, 69-67 "
2-16,Massachusetts,St. Bonaventure,"L, 83-71 "
2-19,Massachusetts,La Salle,"W, 80-74 "
2-23,Massachusetts,Dayton,"L, 82-61 "
2-26,Massachusetts,VCU,"L, 77-62 "
2-28,Massachusetts,Fordham,"L, 85-73 "
3-02,Massachusetts,Fordham,"W, 81-73 "
3-05,Massachusetts,George Mason,"W, 83-80 OT"
3-10,Massachusetts,George Washington,"W, 99-88 "
3-11,Massachusetts,Dayton,"L, 75-72 "
11-09,Rhode+Island,Boston University,"W, 71-62 "
11-12,Rhode+Island,Bryant,"W, 83-64 "
11-17,Rhode+Island,Boston College,"W, 57-49 "
11-20,Rhode+Island,Tulsa,"L, 77-71 "
11-21,Rhode+Island,Boston College,"W, 71-65 "
11-23,Rhode+Island,Florida Gulf Coast,"L, 67-66 "
11-27,Rhode+Island,Georgia St.,"W, 94-59 "
12-01,Rhode+Island,Harvard,"W, 64-57 "
12-04,Rhode+Island,Providence,"L, 66-52 "
12-07,Rhode+Island,Sacred Heart,"W, 72-62 "
12-13,Rhode+Island,Milwaukee,"W, 82-58 "
1-02,Rhode+Island,American Int'l,"W, 70-55 "
1-08,Rhode+Island,Davidson,"L, 72-68 "
1-12,Rhode+Island,Saint Joseph's,"W, 75-64 "
1-15,Rhode+Island,Massachusetts,"W, 81-68 "
1-19,Rhode+Island,La Salle,"W, 56-54 "
1-22,Rhode+Island,George Washington,"L, 63-61 "
1-25,Rhode+Island,Richmond,"L, 70-63 "
1-28,Rhode+Island,Dayton,"L, 53-51 "
2-02,Rhode+Island,Fordham,"L, 61-55 "
2-05,Rhode+Island,Massachusetts,"L, 78-67 "
2-08,Rhode+Island,VCU,"L, 73-64 "
2-12,Rhode+Island,Davidson,"W, 72-65 "
2-14,Rhode+Island,Dayton,"L, 63-57 "
2-19,Rhode+Island,George Washington,"L, 72-61 "
2-22,Rhode+Island,St. Bonaventure,"L, 73-55 "
2-26,Rhode+Island,Duquesne,"W, 70-54 "
3-02,Rhode+Island,Saint Louis,"L, 80-74 "
3-05,Rhode+Island,Saint Joseph's,"L, 70-60 "
3-09,Rhode+Island,Duquesne,"W, 79-77 "
3-10,Rhode+Island,Richmond,"L, 64-59 "
11-09,Richmond,North Carolina Central,"W, 70-60 "
11-12,Richmond,Utah St.,"L, 85-74 "
11-16,Richmond,Georgia St.,"W, 94-78 "
11-20,Richmond,Drake,"L, 73-70 "
11-22,Richmond,Hofstra,"W, 81-68 "
11-25,Richmond,Maryland,"L, 86-80 "
11-27,Richmond,Mississippi St.,"L, 82-71 OT"
12-01,Richmond,Wofford,"W, 73-64 "
12-05,Richmond,Northern Iowa,"W, 60-52 "
12-11,Richmond,Toledo,"W, 72-69 "
12-17,Richmond,North Carolina St.,"W, 83-74 "
12-19,Richmond,Old Dominion,"W, 67-61 "
12-22,Richmond,Bucknell,"W, 81-50 "
12-30,Richmond,Saint Joseph's,"L, 83-56 "
1-02,Richmond,Saint Louis,"L, 76-69 "
1-05,Richmond,Massachusetts,"W, 80-72 "
